store_title,latitude,longitude,meta_description,meta_keyword,meta_title,store_address,store_city,store_state,country,store_description,store_hours_friday,store_hours_monday,store_hours_saturday,store_hours_sunday,store_hours_thursday,store_hours_tuesday,store_hours_wednesday,store_news,store_phone,store_postcode,store_serviced_suburbs,store_url
Godfreys Noarlunga,-35.141266,138.488224,,,,"Tenancy 8/ 12 - 18, Noarlunga Central, David Witton Drive, Noarlunga SA 5168, Australia",Noarlunga,South Australia,Australia,"<p>The Godfreys Super Store at Noarlunga has the largest range of Vacuums, Steam Cleaners, Carpet Shampooers, Rechargeable Vacuums, Robots and Commercial Vacuums in the South. We also have a huge range of cleaning chemicals and janitorial products with all the big brands like Agar, Pullmam, Research, Oates, Whiteley and Proval.</p>
<p>Our friendly experienced team is here to help you with all your cleaning needs providing premium customer service. We offer no obligation in home demonstrations, free delivery in the local metro area($99 minimum purchase) and free quotes on all vacuum repairs! Need bags, filters or spare parts and can't get to us? We can post them to you.</p>
<p>Whether its domestic or commercial cleaning the Godfreys Super Store at Noarlunga has got all your cleaning requirements covered. Download the voucher for your free gift and come in today for a great shopping experience!</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8384 3933,5168,"<p>Aldinga, Christies Beach, Hackham, Hallett Cove, Huntfield Heights, Maclaren Vale, Moana, Morphett Vale, Noarlunga, Noarlunga Downs, Onkaparinga Hills, O'Sullivan Beach, Port Noarlunga, Reynella, Seaford, Seaford Meadows, Sheidow Park, Woodcrof...",
Godfreys Noosaville Superstore,-26.416826,153.049896,,,,"Noosa Civic Emporium, 28 Eenie Creek Road , Noosaville  QLD 4566, Australia",Noosaville ,Queensland,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 5474 4627,4566,,
Godfreys North Lakes,-27.241992,153.017815,,,,"Tenancy 1147,Westfields, North Lakes Drive, North Lakes QLD 4509, Australia",North Lakes,Queensland,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 3482 3170,4509,,
Godfreys North Perth,-31.933014,115.859112,,,,"Cnr Fitzgerald & Alma Street, North Perth WA 6006, Australia",North Perth,Western Australia,Australia,,9:00am - 5:00pm,9:00am - 5:00pm,9:00am - 4:00pm,11:00am - 5:00pm,9:00am - 5:00pm,9:00am - 5:00pm,9:00am - 5:00pm,,08  9228 4662,6006,,
Godfreys North Ryde,-33.777302,151.118141,,,,"Level 2,  Shop 33,  Macquarie Centre Cnr Herring & Waterloo Road , North Ryde NSW 2145, Australia",North Ryde,New South Wales,Australia,,9:00am - 5:30pm,8:30am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,8:30am - 5:30pm,8:30am - 5:30pm,,02 9878 2600,2145,,
Godfreys Nowra,-34.874106,150.603015,,,,"19 Kinghorne Street , Nowra NSW 2540, Australia",Nowra,New South Wales,Australia,,8:15am - 5:30pm,8:15am - 5:30pm,8:15am - 2:00pm,Closed,8:15am - 5:30pm,8:15am - 5:30pm,8:15am - 5:30pm,,02 4421 2677,2540,,
Godfreys Nunawading,-37.818999,145.17978,,,,"Shop 3A Home HQ 372-380 Whitehorse Road, Nunawading VIC 3131, Australia",Nunawading,Victoria,Australia,,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 9877 6916,3131,,
Godfreys O’Connor,-32.061492,115.787497,,,,"Shop 2, 364 South Street , O'Connor WA 6173, Australia",O'Connor,Western Australia,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,11:00am - 5:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,08  9314 1646,6173,,
Godfreys Onehunga,-36.921115,174.78635,,,,"Shop A3, Dressmart Onehunga, 151 Arthur Street, Onehunga  1061, New Zealand",Onehunga,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,09 634 7030,1061,,
Godfreys Osborne Park,-31.903976,115.805525,,,,"Unit B2, 488 Scarborough Road , Osborne Park WA 6019, Australia",Osborne Park,Western Australia,Australia,,9:00am - 5:00pm,9:00am - 5:00pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 6:00pm,9:00am - 5:00pm,9:00am - 5:00pm,,08  9244 8011,6019,,
Godfreys Pakenham,-38.063233,145.463232,,,,"2-4 Purton Road, Pakenham VIC 3810, Australia",Pakenham,Victoria,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 5941 8822,3810,,
Godfreys Palmerston North,-40.360103,175.614104,,,,"Fergusson St (Across from Pak n Save), Palmerston North  4410, New Zealand",Palmerston North,,New Zealand,"Godfreys Palmerston North has a great range of vacuum cleaners, steam mops and carpet shampooers. Come and see us today and get some expert advice!",9am - 5.30pm,9am - 5.30pm,9am - 5.00pm,10am - 5pm,9am - 7pm,9am - 5.30pm,9am - 5.30pm,,06 356 2456,4410,"Palmerston North, Fielding, Levin, Dannevirke",
Godfreys Parkdale,-37.997356,145.08395,,,,"Shop 3A, 363-383 Nepean Highway, Parkdale VIC 3195, Australia",Parkdale,Victoria,Australia,"<p>Godfreys Parkdale have a full range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> for you to browse, both domestic vacuums and commercial vacuums. Our friendly staff will help you find the best cleaning solution for your needs, and we have a great selection of steam mops and <a href=""http://www.godfreys.com.au/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a> as well.&nbsp;</p>
<p>&nbsp;</p>
<p>If your vacuum isn't functioning correctly, then bring it in and the team at Godfreys Parkdale will help you out with their fast service and repairs centre. Come and see us instore today, there's lots of parking available and we'd love to see you.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 6:00pm,9:00am - 6:00pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 6:00pm,9:00am - 6:00pm,9:00am - 6:00pm,,03 9588 0777,3195,"<p>Aspendale, Chelsea, Dingley Village, Mentone, Mordialloc, Parkdale, Patterson Lakes</p>",
Godfreys Parramatta,-33.817734,151.002148,,,,"Shop 5045, Westfield Shopping Centre, 159-175 Church Street,, Parramatta NSW 2150, Australia",Parramatta,New South Wales,Australia,"<p>At Godfreys Parramatta we are proud to offer a big range of domestic and commercial <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>. Our staff can provide you expert advice whether you are after a vacuum, a steam mop or a carpet shampooer, and we can provide full demonstrations of any product for your convenience. We have layby options available, and we have a wonderful range of vacuum parts and accessories to help keep your machine working. If you are having problems with your vacuum, bring it in and we'll get our service and repair team to look at it for you.&nbsp;</p>
<p>&nbsp;</p>
<p>We can provide customised cleaning packages to suit all homes and businesses, and we cater to all budgets and customers. Visiting the store is easy with convenient undercover parking available, so come and visit us instore today!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 9635 3279,2150,"<p>Greystanes, Harris Park, Mays Hill, North Parramatta, Northmead, Oatlands, Parramatta, Rosehill, Westmead</p>",
Godfreys Penrith Mulgoa,-33.767266,150.678478,,,,"Showroom 3, 233 Mulgoa Road, Penrith Mulgoa NSW 2750, Australia",Penrith Mulgoa,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 8:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 4721 7199,2750,,
Godfreys Penrith Nepean,-33.757509,150.693777,,,,"Shop 32, Centro Nepean, Cnr Station & Woodriff Street, Penrith Nepean NSW 2750, Australia",Penrith Nepean,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 4731 3443,2750,,
Godfreys Port Macquarie,-31.432315,152.907953,,,,"Shop 1, 129 Horton Street, Port Macquarie NSW 2444, Australia",Port Macquarie,New South Wales,Australia,,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 3:00pm,10:00am - 3:00pm,9:00am - 5:30pm,9:00am - 5:00pm,9:00am - 5:00pm,,02 6584 4604,2444,,
Godfreys Port Melbourne,-37.839103,144.94229,,,,"208 Bay Street, Port Melbourne VIC 3207, Australia",Port Melbourne,Victoria,Australia,"<p>Godfreys Port Melbourne are the place to visit for all your domestic and <a href=""http://www.godfreys.com.au/commercial-vacuum-cleaners"" target=""_blank"">commercial vacuum cleaner</a> needs. We have a large range of vacuum bags and cleaning accessories, and we can also repair all makes and models of vacuum cleaner. If you are interested in a carpet shampooer or a <a href=""http://www.godfreys.com.au/steam-shampoo/steam-mops"" target=""_blank"">steam mop</a>, the team at Godfreys Port Melbourne will be able to give you a free demonstration of any model in-store, as we have plenty to choose from!</p>
<p>&nbsp;</p>
<p>Along with friendly customer service, you will find visiting Godfreys Port Melbourne easy as they are conveniently located opposite Coles supermarket and have parking available at the rear on Kyme Place (just off Liardet St). We look forward to seeing you soon!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 6:00pm,9:00am -6:00pm,9:00am - 6:00pm,10:00am - 5:00pm,9:00am - 6:00pm,9:00am -6:00pm,9:00am -6:00pm,,03 9645 1645,3207,"<p>Albert Park, Docklands, Elwood, Footscray, Middle Park, Port Melbourne, Southbank, South Melbourne, Spotswood, St Kilda, St Kilda West, Williamstown, Yarraville</p>",
Godfreys Prahran,-37.84811,144.994052,,,,"304 Chapel Street , Prahran VIC 3181, Australia",Prahran,Victoria,Australia,,9:00am - 6:00pm,9:00am -6:00pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am -6:00pm,9:00am -6:00pm,9:00am -6:00pm,,03 9510 4906,3181,,
Godfreys Preston,-37.739365,145.003657,,,,"427 High Street, Preston VIC 3072, Australia",Preston,Victoria,Australia,"<p>Godfreys Preston have a fantastic range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> for you to browse, including a good selection of commercial vacuums and chemicals. We also have a handy on-site service and repair centre that can get your broken vacuum up and running in no time.&nbsp;</p>
<p>&nbsp;</p>
<p>Here at Godfreys Preston we have on-site car parking at the rear of the store, and we can even arrange home delivery if this is required. Come and say hi to the team today and experience our exceptional customer service for yourself!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,10:00am - 4:30pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 9478 5487,3072,"<p>Brunswick, Coburg, Eaglemount, Heidelberg, Ivanhoe, Northcote, Preston, Reservoir</p>",
Godfreys Pukekohe,-37.21141,174.910426,,,,"Unit S, Pukekohe Mega Centre, 182-196 Manukau Road, Pukekohe  2120, New Zealand",Pukekohe,,New Zealand,"<p>Godfreys Pukekohe has a wonderful range of <a href=""http://www.godfreys.co.nz/vacuum-cleaners"" target=""_blank"">vacuums</a>, steam cleaners and carpet shampooers for you to browse in our environmentally-friendly superstore. We also have a huge selection of <a href=""http://www.godfreys.co.nz/commercial-vacuum-cleaners"" target=""_blank"">commercial vacuum cleaners</a>, and an on-site repair centre to get your old vacuum up and running again. We have lay-by and interest-free options for your convenience, and you'll always be offered the best deal at Godfreys.</p>
<p>&nbsp;</p>
<p>Our friendly team at Godfreys Pukekohe offer exceptional customer service, and you can even vacuum your car for free! While your family is shopping in the Mega Centre, come instore today and say hi and we'll happily give you free product demonstrations of any machines that you are interested in.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,09 238 4808,2120,"<p>Aarimu, Bombay, Buckland, Clarks Beach, Coromandel, Drury, Glenbrook, Huntly, Karaka, Onewhero, Patamahoe, Pokeno, Port Waikato, Ramarama, Thames, Tuakau, Waiuku and beyond - anyone is most welcome in our store!</p>",
Godfreys Punchbowl Superstore,-33.931699,151.053739,,,,"1375 Canterbury Road, Punchbowl  NSW 2196, Australia",Punchbowl ,New South Wales,Australia,"<p>Godfreys Punchbowl have a fantastic range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> for you to browse. We stock a great selection of commercial vacuums and cleaning products, and we offer trade discounts as well.</p>
<p>&nbsp;</p>
<p>Our experienced staff at Godfreys Punchbowl will help you to find the best solution for your cleaning problems, and we have easy car parking behind the store for your convenience. We look forward to seeing you instore!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",8:30am - 5:30pm,8:30am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,8:30am - 7:00pm,8:30am - 5:30pm,8:30am - 5:30pm,,02 9790 8172,2196,"<p>Bankstown, Campsie, Condell Park, Earlwood, Kingsgrove, Lakemba, Narwee, Padstow, Panania, Punchbowl, Riverwood, Roselands, Wiley Park</p>",
Godfreys Richmond,-37.819405,145.006244,,,,"442 Bridge Road, Richmond VIC 3121, Australia",Richmond,Victoria,Australia,,9:00am - 6:00pm,9:00am -6:00pm,9:00am - 6:00pm,10:00am - 5:00pm,9:00am -6:00pm,9:00am -6:00pm,9:00am -6:00pm,,03 9427 8411,3121,,
Godfreys Ridgehaven,-34.827442,138.694883,,,,"Shop 12 , Pelican Plaza 1007 North East Road , Ridgehaven SA 5097, Australia",Ridgehaven,South Australia,Australia,"<p>Godfreys Ridgehaven offer a wonderful range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>, along with carpet shampooers and steam cleaners too. We have a comprehensive commercial range instore, including <a href=""http://www.godfreys.com.au/commercial-vacuum-cleaners"" target=""_blank"">commercial vacuums</a>, chemicals and cleaning equipment. If your vacuum isn't functioning correctly, then bring it in as we are able to repair some machines on the spot for you.&nbsp;</p>
<p>&nbsp;</p>
<p>Our friendly, knowledgable staff at Godfreys Ridgehaven have been proudly residing in the Pelican Plaza for over 20 years - and as Brad says, 'You don't stay in business that long giving poor service or advice!'. Come in and see for yourself, we look forward to serving you instore!</p>
<p>&nbsp;</p>
",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,11:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8396 2999,5097,"<p>Banksia Park, Fairview Park, Golden Grove, Greenwith, Modbury, Para Hills, Redwood Park, St Agnes, Surrey Downs, Tea Tree Gully, Valley View, Vista, Wynn Vale&nbsp;</p>",
Godfreys Ringwood,-37.81745,145.222263,,,,"66 Maroondah Highway, Ringwood VIC 3134, Australia",Ringwood,Victoria,Australia,,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 9879 3000,3134,,
Godfreys Robina,-28.078531,153.38562,,,,"Shop MH 4.5, Robina Town Centre Drive, Robina QLD 4226, Australia",Robina,Queensland,Australia,"<p>Godfreys Robina not only have a huge range of brand-new vacuum cleaners, but we can also provide on-the-spot repairs for vacuums, for example unblocking the hose, fixing hoses and replacing bags and filters.</p>
<p>&nbsp;</p>
<p>We are proud to have the largest range of vacuum cleaners, <a href=""http://www.godfreys.com.au/steam-shampoo/steam-mops"" target=""_blank"">steam mops</a>, carpet and upholstery shampooers and spare parts in Robina. We have all kinds of cleaners for you to browse, including <a href=""http://www.godfreys.com.au/commercial-vacuum-cleaners"" target=""_blank"">commercial vacuum cleaners</a> and premium domestic vacuum cleaners which are particularly good for those who suffer from asthma and allergies in your home.</p>
<p>&nbsp;</p>
<p>Godfreys Robina also accept trade-ins of any make and model vacuum, so bring yours in and we'll see what we can do for you. Come in and see Damir, Daniel and the rest of the team today - we look forward to seeing you!</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 5580 8973,4226,"<p>Broadbeach, Clear Island Waters, Merimac, Mudgeeraba, Robina, Surfers Paradise, Varsity Lakes</p>",
Godfreys Rockhampton,-23.377655,150.509976,,,,"9B, Red Hill Homemaker Centre, Cnr Richardson  & Yaamba Road, Norman Gardens , Rockhampton QLD 4700, Australia",Rockhampton,Queensland,Australia,"<p>Godfreys Rockhampton have an excellent range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> for you to choose from. We also stock a full range of <a href=""http://www.godfreys.com.au/steam-shampoo/steam-mops"" target=""_blank"">steam mops</a> and steam cleaners, carpet shampooers, commercial vacuums and much more! We offer free product demonstrations to ensure you are comfortable using your new machine, and we are happy to provide expert advice on any cleaning situation.&nbsp;</p>
<p>&nbsp;</p>
<p>Godfreys Rockhampton are proud to stock a great range of commercial cleaning chemicals and supplies such as mops, brooms and buckets - come and see us for all things cleaning!</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 4926 0143,4700,"<p>Barcaldine, Biloela, Blackall, Blackwater, Boyne Island, Capella, Clermont, Dysart, Emerald, Emu Park, Gladstone, Gracemere, Longreach, Moranbah, Moura, Mt Morgan, Rockhampton, Tannum Sands, Yeppoon</p>",
Godfreys Rockingham,-32.286025,115.740653,,,,"Shop 3, 8-10 Commodore Drive, Rockingham WA 6173, Australia",Rockingham,Western Australia,Australia,,8:30am - 5:00pm,8:30am - 5:00pm,9:00am - 4:00pm,11:00am - 5:00pm,8:30am - 5:00pm,8:30am - 5:00pm,8:30am - 5:00pm,,08  9527 7567,6173,,
Godfreys Rotorua,-38.138301,176.248865,,,,"1257 Amohia St, Rotorua  3010, New Zealand",Rotorua,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5pm,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,,07 343 9486,3010,,
Godfreys Rouse Hill,-33.69101,150.924357,,,,"Shop GR015, Rouse Hill Town Centre, 10-14 Market Lane, Rouse Hill NSW 2155, Australia",Rouse Hill,New South Wales,Australia,"<p>Godfreys Rouse Hill have a great range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a> and steam mops for you to browse. We also stock many <a href=""http://www.godfreys.com.au/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a>, and we have a great range of accessories and spare parts for vacuums as well.&nbsp;</p>
<p>&nbsp;</p>
<p>Come and see the team at Godfreys Rouse Hill today, we located between Coles and Woolworths for your convenience!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 9836 3841,2155,"<p>Kellyville, Richmond, Rouse Hill, Windsor</p>",
Godfreys Runaway Bay,-27.913925,153.403434,,,,"Shop 34, Runaway Bay Shopping Village, Cnr Lae Drive & Bayview Street, Runaway Bay QLD 4216, Australia",Runaway Bay,Queensland,Australia,"<p>The team at Godfreys Runaway Bay pride ourselves on first-class customer service. We have a great range of vacuum cleaners for you to browse, and our knowledgeable, friendly staff will help you find the right vacuum for the right job.</p>
<p>&nbsp;</p>
<p>We offer interactive demonstrations in-store so you feel comfortable using your new cleaner once you get it home, and we also have an excellent range of <a href=""http://www.godfreys.com.au/steam-shampoo"" target=""_blank"">steam appliances</a> and carpet extractors to help keep your home looking like new. Come and see Hayden and the team at Godfreys Runaway Bay today!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 5537 6068,4216,"<p>Ashmore, Biggera Waters, Coombabah, Coomera, Hope Island, Labrador, Oxenford, Paradise Point, Runaway Bay, Southport</p>",
Godfreys Salisbury,-34.760893,138.648677,,,,"Shop 1, 60 Commercial Road, Salisbury SA 5108, Australia",Salisbury,South Australia,Australia,"<p>At Godfreys Salisbury we always offer you friendly customer service and expert advice. My aim is for you to recommend your family and friends to come to us!<br />My name is Darren Reid, &nbsp;I own and run the business and have over 20 years experience in the vacuum cleaner business. Both myself and my fully trained staff promise that we can give you professional advice and solve your cleaning problems with our extensive range of cleaning products.</p>
<p><br />We fully demonstrate all our products and advise you on all the features and benefits of owning them.<br />We have a huge range of <a href=""http://www.godfreys.com.au/vacuum-cleaners"" target=""_blank"">vacuum cleaners</a>, including barrels, uprights, bagged and bagless vacuums. We also stock carpet shampooers, <a href=""http://www.godfreys.com.au/steam-shampoo/steam-mops"" target=""_blank"">steam mops</a>, commercial vacuums, ducted vacuum systems, stick vacs and dustbusters.</p>
<p>&nbsp;</p>
<p>We also carry all your vacuum bags, filters and spare parts for most makes and models.We offer easy instore repairs from $9.95 plus parts.&nbsp;With easy parking out the front of our store you can bring in your old vacuum for repairs or trade it in on a new model/</p>
<p>So come in and talk to us first - we guarantee you will be happy with the service. We also give you the best prices we possibly can and won't be beaten on any genuine competitors price if we range that product - &nbsp;that's our guarantee to you.</p>
<p><br />Darren Reid</p>
<p>Owner and Store Manager.</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,11:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8281 8700,5108,"<p>Angle Vale, Burton, Craigmore, Direk, Elizabeth, Greenwith, Hillbank, Para Hills, Parafield Gardens, Paralowie, Salisbury</p>",
Godfreys Shellharbour Superstore,-34.565224,150.828424,,,,"Shop 7, Stockland Retail Centre, Lake Entrance Road, Shellharbour  NSW 2529, Australia",Shellharbour ,New South Wales,Australia,"<p>Godfreys Shellharbour are a vacuum and cleaning superstore, with many cleaning machines and products for you to browse. As well as an excellent range of bagged and <a href=""http://www.godfreys.com.au/vacuum-cleaners/types/bagless"" target=""_blank"">bagless vacuum cleaners</a>, we also have many vacuums for commercial cleaning customers. We are proud to stock the Illawara's biggest range of vacuum bags, filters and accessories, and we have many steam mops and <a href=""http://www.godfreys.com.au/steam-shampoo/carpet-shampooers"" target=""_blank"">carpet shampooers</a> as well.</p>
<p>&nbsp;</p>
<p>The experienced and knowledgeable staff at Godfreys Shellharbour will help you out with your cleaning needs, and we will always serve you with a smile. With plenty of parking and a huge range, come on down and see us today!</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,02 4295 6641,2529,"<p>Albion Park, Barrack Heights, Barrack Point, Berry, Blackbutt, Dapto, Gerringong, Horsley, Jamberoo, Kanahooka, Kiama, Kiama Downs, Lake Illawarra, Oak Flats, Shellharbour, Shell Cove, Warilla</p>",
Godfreys Shepparton,-36.388871,145.429727,,,,"Shop T1a, 290 Benalla Rd, Shepparton VIC 3630, Australia",Shepparton,Victoria,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 5821 1417,3630,,
Godfreys Southland,-37.958783,145.053177,,,,"Shop 1020, Westfield Southland, 1239 Nepean Hwy , Southland VIC 3162, Australia",Southland,Victoria,Australia,,9:00am - 9:00pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 9583 2399,3162,,
Godfreys Springfield,-27.677436,152.903631,,,,"Shop 60, Orion Springfield Shopping Centre, 1 Main Street, Springfield QLD 4300, Australia",Springfield,Queensland,Australia,,8:30am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 8:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 3470 0225,4300,,
Godfreys St Marys,-35.000932,138.575859,,,,"1239 South Road , St Marys SA 5042, Australia",St Marys,South Australia,Australia,*Receive a free steam mop with any purchase over the value of $250 with presentation of the attached voucher. See voucher for full terms and conditions.,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,11:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,08 8374 2500,5042,,
Godfreys Strathpine,-27.304832,152.989525,,,,"363 Gympie Road, Strathpine QLD 4500, Australia",Strathpine,Queensland,Australia,"<p>Godfreys Strathpine has the largest range of vacuums and cleaning supplies in North Brisbane. We offer crazy prices on domestic <a href=""/vacuum-cleaners"" target=""_self"">vacuum cleaners</a>, commercial vacuums, rechargeable vacuums, steam mops, carpet cleaning extractors, cleaning supplies and general spare parts.&nbsp;&nbsp;If your vacuum isn't functioning correctly, then bring it in as we are able to repair some machines on the spot for you.&nbsp;</p>
<p>Godfreys Strathpine is a Franchise store - The person who runs the store owns the store and is dedicated to give you the best service possible. The staff in the Strathpine store have up to 11 years of work experience within the vacuum and cleaning supplies industry. We have the knowledge to advise you on the purchase that best suits your cleaning needs. &nbsp;</p>
<p>We have qualified full time staff members who ensure you are served as quickly and as efficiently as possible so you can get on with your day.&nbsp;Here at Strathpine we also offer free in-store product demonstrations by our experienced staff so you can try before you buy. Godfreys Strathpine has been trading for over 20 years now - and as Rich says, 'You don't stay in business that long giving poor service or advice!'. Pop in and see for yourself, we look forward to serving you in store!</p>",9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 4:00pm,9:00am - 7:00pm,9:00am - 5:30pm,9:00am - 5:30pm,,07 3205 6425,4500,"<p>Albany Creek, Bald Hills, Bracken Ridge, Bray Park, Brendale, Bridgeman Downs, Carseldine, Cashmere, Eatons Hill, Joyner, Lawnton, Petrie, Strathpine, Warner</p>",
Godfreys Success,-32.131042,115.856558,,,,"Shop 8, Cockburn Gateway Shopping Centre 816 Beeliar Drive , Success WA 6173, Australia",Success,Western Australia,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 4:00pm,11:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,08  9498 7900,6173,,
Godfreys Sunshine,-37.780549,144.82869,,,,"141 Harvester Road, Sunshine VIC 3020, Australia",Sunshine,Victoria,Australia,,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:00pm,10:00am - 5:00pm,9:00am - 5:30pm,9:00am - 5:30pm,9:00am - 5:30pm,,03 9311 2499,3020,,
Godfreys Sylvia Park,-36.919976,174.840349,,,,"APEX Mega Centre, 10 T, 393 Mt Wellington Highway, Mt Wellington  1066, New Zealand",Mt Wellington,,New Zealand,,9am - 5.30pm,9am - 5.30pm,9am - 5.30pm,10am - 5.30pm,9am - 8pm,9am - 5.30pm,9am - 5.30pm,,09 527 8814,1066,"<p>Mt Wellington, Sylvia Park</p>",
